Data,Judet,UAT,Metoda de interventie,Sex,Detalii referitoare la eveniment,Echipa de interventie,FC,Judet_relocare,lat,long,event_type,status_log,Nr_raport,Nr_identificare
2025-06-23,Harghita,CIUCSÂNGEORGIU,Alungat,Femela cu pui,Echipa de interventie a efectuat alungarea unei femele de urs cu 2 pui din intravilanul localitatii prin mijloace acustice.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",SANMARTIN 24,,46.351644,25.958038,alungare,,3032/23.06.2025,
2025-07-03,Brasov,MOIECIU,Eutanasiat,Mascul,"Exemplar de urs care a pătruns în mod repetat în gospodăriile oamenilor, a omorât 2 bovine a fost capturat în cușcă și eutanasiat.","Reprezentant UAT, Personal Jandarmerie, Medic veterinar, Personal GFC",MOECIU 28,,45.495808,25.315087,eutanasiere,,6385/03.07.2025,
2025-06-21,Harghita,CIUCSÂNGEORGIU,Împușcare,Femela,"Echipa de interventie a incercat tranchilizarea ursului care a revenit in repetate randuri in intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii echipei si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.","Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,,46.3220179445,25.9566158457,alungare,,,
2025-06-23,Harghita,CIUCSÂNGEORGIU,Împușcare,Femela,"Echipa de interventie a incercat tranchilizarea ursului care a revenit in repetate randuri in intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii echipei si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.","Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",SANMARTIN 24,,46.349577,25.964162,impuscare,,3033/23.06.2025,
2025-07-08,Brașov,PREDEAL,Alungat,,Exemplar de urs alungat de pe strada Eroilor II  în zona împădurită cu petarde.,"Reprezentant UAT, Personal Jandarmerie, Medic veterinar, Personal GFC",TIMIS 18,,45.506761,25.577891,alungare,,11383/08.07.2025,
2025-07-02,Harghita,TOPLIŢA,Alungat,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",TOPLITA 1,,46.948866,25.290337,alungare,,fn./02.07.2025,
2025-07-02,Harghita,TOPLIŢA,Împușcare,Femela cu pui,"Echipa de interventie a incercat alungarea ursului din intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii echipei si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.","Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",,,46.9243357588,25.350622234,alungare,,,
2025-07-02,Harghita,TOPLIŢA,Împușcare,Femela cu pui,"Echipa de interventie a incercat alungarea ursului din intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii echipei si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.","Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",TOPLITA 1,,46.945635,25.289968,impuscare,,fn./02.07.2025,
2025-07-01,Harghita,TOPLIŢA,Alungat,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",TOPLITA 1,,46.945875,25.289851,alungare,,fn./01.07.2025,
2025-07-02,Harghita,TOPLIŢA,Alungat,Femela cu pui,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",TOPLITA 1,,46.918120,25.344637,alungare,,fn/02.07.2025,
2025-07-01,Harghita,TOPLIŢA,Alungat,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",TOPLITA 1,,46.930784,25.355603,alungare,,27378/01.07.2025,
2025-07-01,Harghita,TOPLIŢA,Alungat,,Echipa de interventie a efectuat alungarea unui exemplar de urs din gospodarie prin mijloace acustice si luminoase.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",VOIVODEASA 2,,47.011273,25.486821,alungare,,27377/01.07.2025,
2025-07-19,Harghita,TOPLIŢA,Împușcare,Mascul,"Echipa de interventie a incercat alungarea ursului care a revenit la gopodarie. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii echipei s-a decis extragerea acestuia prin impuscare.","Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,,46.9243357588,25.350622234,alungare,,,
2025-07-01,Harghita,TOPLIŢA,Împușcare,Mascul,"Echipa de interventie a incercat alungarea ursului care a revenit la gopodarie. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii echipei s-a decis extragerea acestuia prin impuscare.","Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",VOIVODEASA 2,,47.010425,25.485912,impuscare,,27379/01.07.2025,
2025-07-01,Harghita,ZETEA,Împușcare,Mascul,In urma apelului la nr 112 ecipa s-a deplasat la ferma unde ursul a incercat sa patrunda in curtea ingradita unde a facut deja mai multe pagube la animale domestice.  Avand in vedere antecedentele si  faptul ca ursul prezenta un risc asupra securitatii s-a decis extragerea prin impuscare.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",,,46.3916340858,25.3714542616,alungare,,,
2025-07-02,Harghita,ZETEA,Împușcare,Mascul,In urma apelului la nr 112 ecipa s-a deplasat la ferma unde ursul a incercat sa patrunda in curtea ingradita unde a facut deja mai multe pagube la animale domestice.  Avand in vedere antecedentele si  faptul ca ursul prezenta un risc asupra securitatii s-a decis extragerea prin impuscare.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",IVO 35,,46.464170,25.456870,impuscare,swapped,20824/02.07.2025,
,Buzău,PĂTÂRLAGELE,Alungat,,"A fost un apel 112, care anunță că în satul Crâng a fost văzut un urs în grădina proprietarului. Echipa de intervenție a ajuns în zona , dar ursul nu a mai fost găsit. Nu au fost pagube materiale.","Reprezentant IJJ Buzău, reprezentant UAT Pătârlagele, paznic de vânătoare",PATARLAGELE 30,,45.311310,26.363370,alungare,swapped,5917,
,Buzău,PĂTÂRLAGELE,Alungat,,"În data de 09.07.2025, ora 6.40, a fost un apel la 1112, care anunță prezența unui urs în localitatea Patarlagele, str MArin Preda nr. 2 , in gospodaria proprietarului. La fata locului, era un gard rupt, , adăpostul animalelor distrus,  si 18 rate mancate de urs. Proprietarul a fost indrumat sa ceara despagubiri, conform cerintelor legale.","Reprezentant IJJ Buzau, reprezentant UAT Pătârlagele,",PATARLAGELE 30,,45.321480,26.361700,alungare,swapped,5938,
,Buzău,PĂTÂRLAGELE,Alungat,,"În data de 8.07.2025, ora 20.25 s-a anuntat prezenta unui urs, prin apel 112, în satul Crang, unde se aflau mai multi copii., Apoi ursul s-a retras spre o zonă împădurită.","Reprezentant IJJ Buzău, reprezentant UAT Pătârlagele, paznic de vânătoare",PATARLAGELE 30,,45.318484,26.351519,alungare,swapped,5936,
,Buzău,PĂTÂRLAGELE,Alungat,,"În data de 08.07 .2025 ora 19.45, proprietarul unei case a anuntat prezenta unuir urs in satul Lunca.  Echipa de interventie a fost al fata locului , dar ursul nu mai era in zonă.","Reprezentant IJJ Buzau, reprezentant UAT Pătârlagele, reprezentant AJVPS Pătârlagele",PATARLAGELE 30,,45.299924,26.361560,alungare,swapped,5937,
,Sibiu,PORUMBACU DE JOS,Alungat,Mascul,La sosirea echipei de intervenție ursul nu se mai afla în zonă,"Primar, reprezentanti politie, gestionar",PORUMBACU 5,,45.694586,24.497302,alungare,,14,
,Buzău,BECENI,Alungat,,"În data de 08.07.2025 a fost anunțată prezența unui urs in strada Frunzișului, sat Izvorul dulce.  Ursul a fost alungat cu semnale sonore, luminoase de către echipa de intervenție. Nu au fost produse pagube.","Reprezentant IJJ Buzău, reprezentanu UAT Beceni, reprezentant AJVPS Buzău.",BECENI 41,,45.3821003475,26.7690040321,alungare,,5317,
2025-06-12,Mureș,SOVATA,Alungat,Femela,"Alungare urs din intravilan oras Sovata, zona hotel Tivoli, cu semnale luminoase si sonore.","Jandarmerie/Politia locala Sovata, Reprezentat asociatie vanatoare, medic veterinar",,,46.607143,25.088335,alungare,,7370/12.06.2025   8870/01.07.2025,
2025-06-12,Mureș,SOVATA,Alungat,Femela,"Alungare din intravilanul localitatii Sovata, zona Hotel Tivoli.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.607143,25.088336,alungare,,7368/12.06.2025    8869/01.07.2025,
2025-06-12,Mureș,SOVATA,Alungat,Mascul,Alungare urs din localitatea Sovata Bai.,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.599652,25.040029,alungare,,7419/12.06.2025    8868/01.07.2025,
2025-06-16,Mureș,SOVATA,Alungat,Mascul,"Alungare urs din intravilanul orasului Sovata, str. Campul Mic - Sovata Bai.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.594652,25.090029,alungare,,7467/16.06.2025    8866/01.07.2025,
2025-06-08,Mureș,SOVATA,Alungat,Femela,Alungare urs din intravilan oras Sovata,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.599367,25.089584,alungare,,7088/08.06.2025      8865/01.07.2025,
2025-06-09,Mureș,SOVATA,Alungat,Femela,"Alungare urs din intravilan oras Sovata, str. Campul Mic.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.599367,25.089584,alungare,,7089/09.06.2025    8864/01.07.2025,
2025-06-05,Mureș,SOVATA,Alungat,Femela cu pui,"Alungare ursoaica cu 2 pui din intravilan oras Sovata, str. Bradului.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.597529,25.078961,alungare,,7084/05.06.2025    8860/01.07.2025,
2025-06-04,Mureș,SOVATA,Alungat,,Alungare urs din intravilan oras Sovata. str. Campul Mic.,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.600293,25.089276,alungare,,7085/04.06.2025     8859/01.07.2025,
2025-06-02,Mureș,SOVATA,Alungat,,"Alungare urs din intravilan oras Sovata, zona Lacului Ursu.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.604431,25.084822,alungare,,7018/02.06.2025    8858/01.07.2025,
2025-06-02,Mureș,SOVATA,Alungat,Femela cu pui,"Alungare ursoaica cu 2 pui din intravilan oras Sovata, str. Bradului.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.597529,25.078961,alungare,,6993/02.06.2025     8857/01.07.2025,
,Mureș,SOVATA,Alungat,Femela,"Alungare ursoaica din intravilan oras Sovata, str. Campul Mic.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.599610,25.089950,alungare,,,
2025-06-04,Mureș,SOVATA,Alungat,,"Alungare urs din intravilan oras Sovata, str. Campul Mic.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.599610,25.089950,alungare,,7032/04.06.2025     8854/01.07.2025,
2025-06-02,Mureș,SOVATA,Alungat,Femela,"Alungare ursoaica din intravilan oras Sovata, str. Campul Mic.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.599804,25.080471,alungare,,6971/02.06.2025   8853/01.07.2025,
2025-06-02,Mureș,SOVATA,Alungat,Femela,"Alungare ursoaica din intravilan oras Sovata, str.Campul Mic si alte strazi din apropiere, cu semnale luminoase.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.600830,25.089973,alungare,,6972/02.06.2025    8852/01.07.2025,
2025-06-02,Mureș,SOVATA,Alungat,Mascul,"Alungare urs din intravilanul orasului Sovata, str. Campul Mic.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.599578,25.089875,alungare,,6897/02.06.2025   8849/01.07.2025,
,Mureș,SOVATA,Alungat,Femela cu pui,"Alungare ursoaica cu 2 pui, din intravilan oras Sovata, str. Bradului.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.597410,25.078610,alungare,,,
2025-05-30,Mureș,SOVATA,Alungat,Mascul,"Alungare urs din intravilanul orasului Sovata, str. Campul Mic.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.599578,25.089875,alungare,,6837/30.05.2025   8846/01.07.2025,
2025-05-29,Mureș,SOVATA,Alungat,Femela cu pui,"Alungare ursoaica cu 2 pui, din intravilan oras Sovata, str. Bradului.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.597410,25.078670,alungare,,6777/29.05.2025    8845/01.07.2025,
2025-05-27,Mureș,SOVATA,Alungat,Femela cu pui,Alungare ursoaica cu 3 pui din intravilan oras Sovata.,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.599552,25.090054,alungare,,6665/27.05.2025     8843/01.07.2025,
2025-05-26,Mureș,SOVATA,Alungat,Femela cu pui,"Alungare ursoaica cu 3 pui din intravilan oras Sovata, str. Trandafirului apoi str. Campul Mic.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.599552,25.090054,alungare,,6573/26.05.2025      8842/01.07.2025,
2025-05-17,Mureș,SOVATA,Alungat,Femela,"Alungare ursoaica  din intravilan oras Sovata, str. Trandafirilor.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.000876,25.086500,alungare,,6223/17.05.2025    8840/01.07.2025,
2025-05-16,Mureș,SOVATA,Alungat,Femela,"Alungare ursoaica din intravilan oras Sovata, str. Trandafirilor.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.600876,25.086500,alungare,,6218/16.05.2025    8839/01.07.2025,
2025-04-16,Mureș,SOVATA,Alungat,Mascul,"Alungare urs din intravilan oras Sovata, str. Campul Mic.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.598460,25.087062,alungare,,5027/16.04.2025    8837/01.07.2025,
2025-04-17,Mureș,SOVATA,Alungat,Mascul,"Alungare urs din intravilan oras Sovata, str. Campul Mic.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.598460,25.087062,alungare,,5062/17.04.2025   8836/01.07.2025,
2025-06-11,Mureș,SOVATA,Relocat,Femela,"Relocare ursoaica din intravilan oras Sovata, zona hotel Tivoli.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.607143,25.088336,relocare,,7371/12.06.2025    8871/01.07.2027,642090003842051
2025-06-14,Mureș,SOVATA,Relocat,Mascul,"Relocare urs din intravilan oras Sovata, str. Campul Mic.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.599652,25.090029,relocare,,7468/16.06.2025   8867/01.07.2025,642096302038345
2025-06-10,Mureș,SOVATA,Relocat,,"Relocare urs din intravilan oras Sovata, str. Campul Mic.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.599631,25.089580,relocare,,7292/11.06.2025    8863/01.07.2025,642096302014213
2025-06-06,Mureș,SOVATA,Relocat,Femela,Relocare ursoaica din intravilan oras Sovata.,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.606688,25.085922,relocare,,7087/06.06.2025   8862/01.07.2025,642096302014214
2025-07-04,Bacău,SLĂNIC-MOLDOVA,Alungat,,A fost alungat un exemplar de urs spre zona forestiera.,Reprezentant Jandarmerie ; reprezentant UAT; personal tehnic gestionar ; medic veterinar imputernicit.,SLANIC MOLDOVA 17,,46.206991,26.439815,alungare,,6694/04.07.2025,
2025-07-08,Bacău,SLĂNIC-MOLDOVA,Împușcare,Mascul,"A fost alungat un exemplar de urs, ursul a revenit devenind agresiv. S-a luat decizia de impuscare.",Reprezentant Jandarmerie ; reprezentant UAT; personal tehnic gestionar ; medic veterinar imputernicit.,SLANIC MOLDOVA 17,,46.207029,26.439979,alungare,,6823/08.07.2025,
2025-07-08,Bacău,SLĂNIC-MOLDOVA,Împușcare,Mascul,"A fost alungat un exemplar de urs, ursul a revenit devenind agresiv. S-a luat decizia de impuscare.",Reprezentant Jandarmerie ; reprezentant UAT; personal tehnic gestionar ; medic veterinar imputernicit.,SLANIC MOLDOVA 17,,46.207029,26.439788,impuscare,,6823/08.07.2025,
2025-06-05,Mureș,SOVATA,Relocat,Femela cu pui,"Relocare ursoaica cu 2 pui din intravilan oras Sovata, str. Bradului.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,48.597387,25.078505,relocare,out_of_bounds,7086/05.06.2025    8861/01.07.2025,642090003842044 femela 642090003842045 pui1   642090003842042 pui2
2025-06-03,Mureș,SOVATA,Relocat,Femela,"Relocare ursoaica din intravilan oras Sovata, str. Campul Mic.","Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,46.599610,25.089950,relocare,,7033/04.06.2025    8856/01.07.2025,642090003842043
